,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,venue.id,name,Address,city,state,postalCode,lat,lng,Price,Rating
76,76,76,1,50c77029e4b09076e33114e4,The Mumbai Times,140 E Putnam Ave,Cos Cob,CT,6807.0,41.0376243,-73.60033742,,
77,77,77,2,484d5465f964a52082501fe3,Tandoori - Taste of India,163 N Main St,Port Chester,NY,10573.0,41.00361829,-73.66088209,,
78,78,78,3,4bbd01d3593fef3b11ef0256,Navaratna,133 Atlantic St,Stamford,CT,6901.0,41.05340239,-73.5394449,,
79,79,79,4,4abbb7ddf964a5208f8420e3,Coromandel Cuisine of India,68 Broad St,Stamford,CT,6901.0,41.05555263,-73.54043365,,
80,80,80,5,589f6abd92789f6a81075c90,Chutni Biryani & Noodle Bar,211 Main St,Stamford,CT,6901.0,41.0529,-73.54179,,
81,81,81,6,4b510b03f964a520453f27e3,l'escale restaurant bar,500 Steamboat Rd,Greenwich,CT,6830.0,41.01823147,-73.62386086,,
82,82,82,8,4f32b2c419836c91c7f0f798,Houlihan Lawrence - Greenwich Real Estate,2 Sound View Dr,Greenwich,CT,6830.0,41.02204132,-73.62774658,,
83,83,83,0,4cfaf26520fe370417fe50f8,Coromandel Cuisine of India,17 Pease Ave,Southport,CT,6890.0,41.13970074,-73.28736344,,
84,84,84,1,597d01202e268057bc8aa4e1,Taj Indian Cuisine,1879 Black Rock Tpke,Fairfield,CT,6825.0,41.1798726,-73.24788709999999,,
85,85,85,2,4b469ab0f964a520572526e3,Bangalore Restaurant & Bar,1342 Kings Highway Cutoff,Fairfield,CT,6824.0,41.14911644,-73.24588507,,
86,86,86,4,4b49437af964a520d76b26e3,Sweet Basil,284 Black Rock Tpke,Fairfield,CT,6825.0,41.16404121,-73.23298202,,
87,87,87,5,4e3b2d97fa764553759a34e1,Saffron Indian Cuisine,333 Westport Ave,Norwalk,CT,,41.12569676,-73.39334141,,
88,88,88,7,4baa3f12f964a52055573ae3,Veda - Indian Cuisine,388 Westport Ave,Norwalk,CT,6851.0,41.12569910000001,-73.39050565,,
89,89,89,8,5dbe0edf4e7f2800080a79d1,Vedas Indian Cuisine,1757 Post Rd E,Westport,CT,6880.0,41.138679499999995,-73.30294037,,
90,90,90,0,4d32266d72a8b1f708719bd0,Cumin India,262 Skiff St,Hamden,CT,6517.0,41.37126068,-72.90644501,,
91,91,91,1,5207cbac11d263e52f2eb781,Tikkaway Grill,135 Orange St,New Haven,CT,6510.0,41.30560503,-72.92403813,,
92,92,92,2,53d581c5498e67ffa9b1704e,Zaika Indian Cuisine,565 Washington Ave,North Haven,CT,6473.0,41.419377000000004,-72.84109699999998,,
93,93,93,3,4ba7992ff964a520f3a039e3,Sitar Indian Restaurant,45 Grove St,New Haven,CT,6511.0,41.30993762,-72.92104648,,
94,94,94,0,4c16aa216470a593bc2e57d2,Namaste India,151 Queen St,Southington,CT,6489.0,41.62086475,-72.87302812,,
95,95,95,1,4c17bfecd4d9c9284368ee29,Avon Indian Grill,320 W Main St,Avon,CT,6001.0,41.81471918,-72.85816924,,
96,96,96,2,4b3e9a69f964a5209a9f25e3,Bombay Olive,450 S Main St,West Hartford,CT,6110.0,41.73181511,-72.74301096,,
97,97,97,8,4bbd0f3b593fef3b5f030356,Priya,1860 Silas Deane Hwy,Rocky Hill,CT,6067.0,41.67602013,-72.64905452,,
98,98,98,0,4f7b6ddf003940840da58682,Tabaq Masala Restaurant & Banquet Hall,1843 N Broad St,Meriden,CT,6450.0,41.56730345,-72.77274754,,
99,99,99,1,4b51f6a6f964a520c25d27e3,Haveli India Restaurant,1300 S Main St,Middletown,CT,6457.0,41.52371997,-72.66575946,,
100,100,100,3,4b85db43f964a520917631e3,Udupi Bhavan,749 Saybrook Rd,Middletown,CT,6457.0,41.53680663,-72.61688826,,
101,101,101,4,4bafdefaf964a520b4273ce3,Tandoor Indian Cousine,170 Main St,Middletown,CT,6457.0,41.55888461,-72.64866899,,
102,102,102,7,4f32b5bb19836c91c7f214d0,Kohinoor Exp Indian Cuisine,2103 N Broad St,Meriden,CT,6450.0,41.57423401,-72.76904297,,
103,103,103,8,55416c90498ef69f32ce58ee,Kender's Indian Palace,833 E Center St,Wallingford,CT,6492.0,41.44763565,-72.80340576,,
104,104,104,0,4c6820894e429c74958097b6,Indigo Indian Bistro,232 Spencer St,Manchester,CT,6040.0,41.76607962,-72.57077914,,
105,105,105,1,4b1028baf964a520426a23e3,Utsav Indian Cuisine,575 Talcottville Rd,Vernon,CT,6066.0,41.85376016,-72.48394298,,
106,106,106,2,4ce820b58ef78cfaa044989b,Resham Restaurant,577 John Fitch Blvd,South Windsor,CT,6074.0,41.81775,-72.610637,,
107,107,107,3,4bf544a2ff90c9b63b225628,Bollywood Grill,2333 Main St,Glastonbury,CT,6033.0,41.71179932,-72.60867607,,
108,108,108,4,50abfa25e4b087613cdb68ae,Oki Asian Bistro,415 Hartford Tpke,Vernon,CT,6066.0,41.82929904,-72.48251188,,
109,109,109,5,5df524fe38428d00085c4968,Paradise Biryani,,Manchester,CT,6042.0,41.797124,-72.552622,,
110,110,110,6,542de5ae498e491cef99e78e,Priya Indian Cuisine - Manchester,1141 Tolland Tpke,Manchester,CT,6042.0,41.7967186,-72.55300140000001,,
111,111,111,7,59fbbeaf4c954c21695ae65d,Dharani,,Manchester,CT,6042.0,41.7978,-72.55214000000002,,
112,112,112,8,57cb0c59498e411725448f06,Godavari South Indian Restaurant,1250 Burnside Ave,East Hartford,CT,6108.0,41.783856,-72.58429521,,
113,113,113,0,4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477.0,41.27294137,-72.99433907,,
114,114,114,2,4b05867bf964a520a86322e3,Tandoor,1226 Chapel St,New Haven,CT,6511.0,41.3092461,-72.93548119,,
115,115,115,8,5d41888c17cfac00096750ae,Coromandel Cuisine of India,185 Boston Post Rd,Orange,CT,6477.0,41.27166326,-72.99707895,,
116,116,116,0,55ef07fd498e39303eab458e,Curry Leaves,157 Cherry St,Milford,CT,6460.0,41.2276852,-73.04934085,,
117,117,117,1,4b8f1786f964a520a14833e3,The Corner Restaurant,105 River St,Milford,CT,6460.0,41.22501671,-73.05723854,,
118,118,118,2,4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477.0,41.27294137,-72.99433907,,
119,119,119,3,4f6e00eae4b05c9c2b5f6ab1,Baingan Indian Restaurant,94 River Rd,Shelton,CT,6484.0,41.30466101,-73.07664653,,
120,120,120,5,5f75dacee5be2f5fddd2a6b0,Royal India Cuisine,329 Old Gate Ln,Milford,CT,6460.0,41.2351464,-73.02561253,,
121,121,121,6,5540f51c498e5a60a8557e06,Paradise Indian Cuisine,500 Boston Post Rd,Orange,CT,6477.0,41.25533168,-73.01518099,,
122,122,122,7,4d5db537f7d7224b92d62081,Bharat Bazar Indian Supermarket,85 Boston Post Rd,Orange,CT,6477.0,41.27743913,-72.98925437,,
123,123,123,2,4b8f1786f964a520a14833e3,The Corner Restaurant,105 River St,Milford,CT,6460.0,41.22501671,-73.05723854,,
124,124,124,6,58e365b90e0a1e1b3cb16259,Tasty Halal,988 State St,Bridgeport,CT,6605.0,41.17265789,-73.20295841,,
125,125,125,1,4ce820b58ef78cfaa044989b,Resham Restaurant,577 John Fitch Blvd,South Windsor,CT,6074.0,41.81775,-72.610637,,
126,126,126,2,4bf544a2ff90c9b63b225628,Bollywood Grill,2333 Main St,Glastonbury,CT,6033.0,41.71179932,-72.60867607,,
127,127,127,5,4b8e68acf964a520472133e3,Taste Of India,216 Broad St,Windsor,CT,6095.0,41.85175506,-72.64426797,,
128,128,128,6,4b3e9a69f964a5209a9f25e3,Bombay Olive,450 S Main St,West Hartford,CT,6110.0,41.73181511,-72.74301096,,
129,129,129,7,54db9620498ef16e549fed73,Utsav Indian Cuisine - Wethersfield,1115 Silas Deane Hwy,Wethersfield,CT,6109.0,41.69176593,-72.65723948,,
130,130,130,0,4b85db43f964a520917631e3,Udupi Bhavan,749 Saybrook Rd,Middletown,CT,6457.0,41.53680663,-72.61688826,,
131,131,131,2,4bafdefaf964a520b4273ce3,Tandoor Indian Cousine,170 Main St,Middletown,CT,6457.0,41.55888461,-72.64866899,,
132,132,132,0,53d581c5498e67ffa9b1704e,Zaika Indian Cuisine,565 Washington Ave,North Haven,CT,6473.0,41.419377000000004,-72.84109699999998,,
133,133,133,2,4b51f6a6f964a520c25d27e3,Haveli India Restaurant,1300 S Main St,Middletown,CT,6457.0,41.52371997,-72.66575946,,
134,134,134,5,5ce86407f2554e002ca6f8e9,Zalka Indian Cuisine,565 Washington Ave,North Haven,CT,6473.0,41.41918182,-72.84107208,,
135,135,135,7,5327231f498eb79a5602dd07,Punjadi Kadhai,303 Universal Dr N,North Haven,CT,6473.0,41.3563385,-72.87140656,,
136,136,136,8,540dea93498e69e16e7564d4,Punjabi Kadhai @Tastee Curritos (Indian Fresh Fast Foods)with Own Made PRALINE'S ICE CREAM,303 Universal Dr N,North Haven,CT,6473.0,41.3563385,-72.87140656,,
137,137,137,0,4b58edd1f964a520b17328e3,Pintu's Indian Palace,25 Park Ave,West Springfield,MA,1089.0,42.10699908,-72.61594408,,
138,138,138,1,4bc39acf4cdfc9b6b6999721,Panjabi Tadka Indian Restaurant,1688 Main St,Springfield,MA,1103.0,42.10468625,-72.59448409,,
139,139,139,2,4b1028baf964a520426a23e3,Utsav Indian Cuisine,575 Talcottville Rd,Vernon,CT,6066.0,41.85376016,-72.48394298,,
140,140,140,4,4ce820b58ef78cfaa044989b,Resham Restaurant,577 John Fitch Blvd,South Windsor,CT,6074.0,41.81775,-72.610637,,
141,141,141,5,507ae169e4b018ca96ada9cb,Laziz Kitchen & Restaurant,,Windsor Locks,CT,6096.0,41.92339325,-72.6664505,,
142,142,142,6,4f327a7e19836c91c7dbbe61,BBQ Masala,5 National Dr,Windsor Locks,CT,6096.0,41.92339325,-72.6664505,,
143,143,143,8,5c14439d1af852002c94829c,Delhi to Kathmandu Cuisine,427 White St,Springfield,MA,1108.0,42.08849362,-72.55015969,,
144,144,144,2,4c826443dc018cfacf7bce6c,Roti Boti,2103 N Broad St,Meriden,CT,6450.0,41.57440175,-72.76935067,,
145,145,145,6,4db0c4e40437a93f7f7afda5,Shahi Zaika,102 Store Ave,Waterbury,CT,6705.0,41.55239822,-73.00983629,,
146,146,146,7,5a6927c1a423627235c97581,Muyuri Indian Bistro,1249 W Main St Ste 10,Waterbury,CT,6708.0,41.551608,-73.063149,,
147,147,147,8,4d56d4249e508cfad644139b,Cheng's Kitchen,246 Main St.,New Britain,CT,6051.0,41.66748007,-72.78227831,,
148,148,148,0,4f6e00eae4b05c9c2b5f6ab1,Baingan Indian Restaurant,94 River Rd,Shelton,CT,6484.0,41.30466101,-73.07664653,,
149,149,149,1,4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477.0,41.27294137,-72.99433907,,
150,150,150,2,55ef07fd498e39303eab458e,Curry Leaves,157 Cherry St,Milford,CT,6460.0,41.2276852,-73.04934085,,
151,151,151,3,4b4f89ddf964a5208b0a27e3,Kolam - Regional Cuisine of India,316 S Main St,Newtown,CT,6470.0,41.36092392,-73.26644047,,
152,152,152,4,4b8f1786f964a520a14833e3,The Corner Restaurant,105 River St,Milford,CT,6460.0,41.22501671,-73.05723854,,
153,153,153,7,4ccf6cf86200b1f7fd71ce28,India Raj,477 Main St,Monroe,CT,6468.0,41.32367275,-73.26742822,,
154,154,154,0,4bc8fdbdb6c49c74f59f8d91,Bella Fiore Restaurant,559-629 Connecticut 32,Norwich,CT,6360.0,41.50329456,-72.09292196,,
155,155,155,1,4ba94536f964a520041a3ae3,Mirch Masala,156 Kings Hwy,Groton,CT,6340.0,41.36804207,-72.06323797,,
156,156,156,2,525d7010498ed004ab6132a9,India Grill and Mild Curry,,Norwich,CT,,41.52306846,-72.08801317,,
157,157,157,3,5cd310f4b37e2b00392d6c03,Royal Punjabi,,Norwich,CT,6360.0,41.524489,-72.075513,,
158,158,158,4,4b0586aaf964a520706922e3,Mystic Marriott Hotel & Spa,625 North Road,Groton,CT,6340.0,41.365360100000004,-72.0257321,,
159,159,159,5,521d1a5e11d276152759f02b,Maharaja Indian,,Mansfield Center,CT,,41.759966999999996,-72.195408,,
160,160,160,6,4ba6de18f964a520577439e3,Taste Of India,35 Williams Ave,Mystic,CT,6355.0,41.3493734,-71.95792583,,
161,161,161,7,4bb8bd7d314e95212cb2489d,Wing Express,134 N Eagleville Rd,Storrs Mansfield,CT,6268.0,41.80972636,-72.26169519,,
162,162,162,8,5a0b85a8d3cce80d1347753c,Adrak2,,Westerly,RI,2891.0,41.380399,-71.830792,,
163,163,163,0,4ba94536f964a520041a3ae3,Mirch Masala,156 Kings Hwy,Groton,CT,6340.0,41.36804207,-72.06323797,,
164,164,164,1,4b0586aaf964a520706922e3,Mystic Marriott Hotel & Spa,625 North Road,Groton,CT,6340.0,41.365360100000004,-72.0257321,,
165,165,165,2,4ba6de18f964a520577439e3,Taste Of India,35 Williams Ave,Mystic,CT,6355.0,41.3493734,-71.95792583,,
166,166,166,3,594855669e0d540422e853aa,Mint Leaf,770 Long Hill Rd,Groton,CT,6340.0,41.3482625,-72.05273890000002,,
167,167,167,4,4bc8fdbdb6c49c74f59f8d91,Bella Fiore Restaurant,559-629 Connecticut 32,Norwich,CT,6360.0,41.50329456,-72.09292196,,
168,168,168,5,59c2a3af8264446557f0f033,Swad Tandori,150 State St,New London,CT,6320.0,41.35464,-72.095877,,
169,169,169,7,5dd814ccb2897e00083f6088,Mumbai Rasoi,12 Canal St Apt 103,Westerly,RI,2891.0,41.3803215,-71.83075714,,
170,170,170,1,4f6e00eae4b05c9c2b5f6ab1,Baingan Indian Restaurant,94 River Rd,Shelton,CT,6484.0,41.30466101,-73.07664653,,
171,171,171,0,4bf544a2ff90c9b63b225628,Bollywood Grill,2333 Main St,Glastonbury,CT,6033.0,41.71179932,-72.60867607,,
172,172,172,1,4c6820894e429c74958097b6,Indigo Indian Bistro,232 Spencer St,Manchester,CT,6040.0,41.76607962,-72.57077914,,
173,173,173,2,4bbd0f3b593fef3b5f030356,Priya,1860 Silas Deane Hwy,Rocky Hill,CT,6067.0,41.67602013,-72.64905452,,
174,174,174,0,4c17bfecd4d9c9284368ee29,Avon Indian Grill,320 W Main St,Avon,CT,6001.0,41.81471918,-72.85816924,,
175,175,175,1,5706b722498e72d567c2931a,Four Corners Restaurant,,Torrington,CT,,41.801297,-73.122899,,
176,176,176,2,4c01a1371747a5935cd85dca,Naatiya,8 Mountain Rd,Bloomfield,CT,,41.83189034,-72.73946132,,
177,177,177,4,4c16aa216470a593bc2e57d2,Namaste India,151 Queen St,Southington,CT,6489.0,41.62086475,-72.87302812,,
178,178,178,0,4b05867bf964a520a86322e3,Tandoor,1226 Chapel St,New Haven,CT,6511.0,41.3092461,-72.93548119,,
179,179,179,2,5c992276bcbf7a002caf3a81,Sherkaan Indian Street Food,65 Broadway,New Haven,CT,6511.0,41.3119917,-72.9306692,,
180,180,180,1,54db9620498ef16e549fed73,Utsav Indian Cuisine - Wethersfield,1115 Silas Deane Hwy,Wethersfield,CT,6109.0,41.69176593,-72.65723948,,
181,181,181,8,5782869d498e8d809ac0b23a,Mount Everest Spice,1144 New Britain Ave,West Hartford,CT,6110.0,41.733005,-72.733497,,
182,182,182,0,4b1028baf964a520426a23e3,Utsav Indian Cuisine,575 Talcottville Rd,Vernon,CT,6066.0,41.85376016,-72.48394298,,
183,183,183,2,50abfa25e4b087613cdb68ae,Oki Asian Bistro,415 Hartford Tpke,Vernon,CT,6066.0,41.82929904,-72.48251188,,
184,184,184,1,53d581c5498e67ffa9b1704e,Zaika Indian Cuisine,565 Washington Ave,North Haven,CT,6473.0,41.419377000000004,-72.84109699999998,,
185,185,185,0,4b8e68acf964a520472133e3,Taste Of India,216 Broad St,Windsor,CT,6095.0,41.85175506,-72.64426797,,
186,186,186,1,4c01a1371747a5935cd85dca,Naatiya,8 Mountain Rd,Bloomfield,CT,,41.83189034,-72.73946132,,
